Student ID,CGPA,Internships,Projects,Workshops,AptitudeTestScore,SoftSkillsRating,PlacementTraining,Placed
4507,8,1,3,3,90,4.7,1,1
4508,7.4,1,1,0,70,4,1,0
4509,8.1,2,3,0,90,4.4,1,1
4510,8.1,1,1,0,79,4.4,1,0
4511,7.4,0,1,1,67,4.5,0,0
4512,6.8,1,2,0,69,3.7,1,0
4513,6.9,1,3,0,77,4.8,1,1
4514,8.2,1,3,2,87,4.8,0,1
4515,8,1,2,2,82,4.7,1,1
4516,7.7,1,1,1,67,3.9,0,0
4517,8.5,1,3,0,76,3.9,1,0
4518,8.1,2,3,1,74,4,0,0
4519,8.1,2,3,0,75,3.5,1,0
4520,6.7,0,3,0,77,4.6,0,0
4521,8.4,1,2,1,84,4.3,1,0
4522,8.2,1,0,2,90,4.7,1,1
4523,7.5,1,2,0,72,4.4,1,1
4524,7.4,1,3,2,74,4.6,1,0
4525,8.4,0,2,2,80,4.1,1,1
4526,8.2,1,2,2,89,4.3,0,1
4527,6.5,0,1,1,70,4.2,1,0
4528,7.5,2,1,0,70,4.6,0,0
4529,8.4,2,1,1,78,3.9,1,0
4530,7.6,1,2,2,87,3.9,0,1
4531,8.9,2,3,2,90,4.7,1,1
4532,6.6,1,1,0,77,3.9,0,0
4533,8.7,2,3,2,90,4.8,1,1
4534,8.7,1,3,2,89,4.7,1,1
4535,8.5,2,3,2,90,4.8,1,1
4536,8.5,2,3,2,88,4.4,1,1
4537,7.4,1,3,1,71,4.1,1,1
4538,7.5,1,1,0,75,4.4,0,0
4539,7.8,1,1,0,77,3.8,0,0
4540,8.6,1,2,2,82,4.3,1,1
4541,7.7,1,2,2,90,4.7,1,1
4542,8.3,2,3,0,90,4.8,1,1
4543,7.4,1,1,1,64,3.9,0,0
4544,7.8,1,2,0,83,4.7,1,0
4545,8.5,0,2,0,90,4.4,1,1
4546,7.5,1,2,1,76,4.4,1,0
4547,8.3,0,3,0,86,4.5,1,1
4548,6.7,1,2,1,80,4.5,1,0
4549,7.7,1,3,2,81,4.8,1,0
4550,7.5,1,1,3,74,4.6,1,1
4551,6.6,1,3,0,87,4.7,1,1
4552,6.6,1,3,2,79,4.5,1,1
4553,8.2,2,3,0,85,4.7,1,1
4554,7.8,1,1,0,85,4,1,0
4555,8,1,1,1,79,4.6,0,0
4556,6.5,1,1,0,64,4.1,0,0
4557,7.7,1,3,0,74,4.7,1,1
4558,8.6,2,3,1,90,4.3,1,1
4559,6.5,1,1,0,65,4.3,0,0
4560,6.9,1,1,0,67,3.8,0,0
4561,6.5,1,2,1,79,3.9,1,0
4562,6.5,1,3,1,79,3.5,1,0
4563,6.5,1,3,1,78,3.2,0,0
4564,8.4,1,3,2,75,4.5,1,0
4565,8.5,2,3,2,84,4.7,1,1
4566,7.2,1,3,0,68,4.4,0,0
4567,7.6,1,1,0,81,3.3,1,0
4568,7,1,2,2,82,3.9,0,0
4569,8.1,1,2,1,68,4.8,1,1
4570,7.5,2,2,1,63,4,1,0
4571,8.6,0,2,1,79,3.8,1,1
4572,7.3,1,3,1,79,3.3,1,0
4573,8.9,1,2,1,76,4.8,1,1
4574,8.1,1,1,1,86,4.5,1,0
4575,7.6,0,1,0,70,4.6,1,1
4576,7.6,1,2,0,86,4.7,1,0
4577,7.3,1,1,0,75,3.9,0,0
4578,6.5,1,1,0,68,4.3,0,0
4579,8.4,0,1,3,83,4.3,1,0
4580,8.1,2,3,2,90,4.8,1,1
4581,7.8,1,2,0,72,3.6,1,0
4582,8.3,1,3,0,84,4.4,1,1
4583,6.7,1,1,1,67,4,1,0
4584,8,0,1,0,81,4.5,0,0
4585,7.1,1,2,0,87,4.2,1,1
4586,8.5,1,2,1,75,4.7,0,0
4587,6.6,1,1,0,90,3.9,1,0
4588,7.4,0,1,0,76,3.7,1,0
4589,7.4,1,2,0,85,4.6,1,1
4590,7.8,1,1,0,66,4.1,1,0
4591,8.5,2,3,2,90,4.8,1,1
4592,6.5,1,2,0,71,4.3,0,0
4593,8.1,0,3,1,90,4.7,1,0
4594,8.6,0,3,0,90,4,0,0
4595,8.4,2,1,0,86,4.6,1,0
4596,7.5,1,1,0,72,4.3,1,0
4597,8.1,0,3,0,90,4.5,0,1
4598,7.6,0,1,0,86,4.2,1,0
4599,7.8,0,1,1,71,3.9,0,0
4600,7.4,0,1,0,62,3.9,0,0
4601,8.3,0,1,1,77,4.7,1,1
4602,6.5,0,1,0,68,4.5,0,0
4603,7.9,1,1,1,73,4.3,0,0
4604,8.1,1,2,0,68,4.7,1,1
4605,7.1,1,1,1,66,4.2,0,0
4606,7.6,1,2,0,73,4.2,1,0
4607,6.5,1,2,0,71,4.4,0,0
4608,7.2,1,1,1,69,3.7,0,0
4609,6.7,0,1,0,78,3.8,1,0
4610,7,0,1,1,66,3.8,0,0
4611,6.5,2,1,2,80,4.6,0,1
4612,7.5,0,1,0,60,3.5,0,0
4613,7.6,1,1,0,65,4.1,0,0
4614,6.7,1,1,2,69,3.5,0,0
4615,6.7,0,1,0,82,3.8,0,0
4616,8.4,2,2,2,71,3.4,1,0
4617,8.5,1,3,2,89,4.8,1,1
4618,8.8,2,2,2,77,3.9,0,0
4619,8.2,1,2,0,69,3.9,1,0
4620,6.7,0,3,1,67,4.2,0,0
4621,8,1,1,0,81,4.4,1,0
4622,7.3,1,2,1,86,3.4,1,0
4623,8.2,2,3,3,90,4.2,1,0
4624,8.1,2,3,0,74,4.3,1,0
4625,7.6,1,2,0,78,3.8,0,0
4626,6.8,1,1,1,67,4.1,0,0
4627,8.2,0,1,2,77,4.3,0,0
4628,7.5,1,1,1,68,4.3,0,0
4629,8.5,1,3,2,89,4.8,1,1
4630,8.1,2,3,0,88,4.6,1,1
4631,6.7,1,2,0,71,4.3,0,0
4632,8.8,0,1,0,84,4.5,1,1
4633,8.3,2,3,2,90,4.5,1,1
4634,7.9,1,3,1,77,4.3,1,1
4635,8,0,1,0,75,3.6,1,0
4636,7.8,2,2,2,89,4.7,1,1
4637,7.8,2,3,2,90,4.8,1,1
4638,7.4,1,1,0,63,3.8,1,0
4639,8.2,1,1,2,86,3.4,1,0
4640,6.5,2,2,1,76,3.9,1,0
4641,7.7,1,3,2,83,4.7,1,0
4642,8.3,2,3,2,90,4.8,1,1
4643,7.5,1,2,1,64,4.2,1,0
4644,7.8,2,3,1,85,4.8,1,1
4645,7.7,0,1,1,74,4,1,0
4646,8.2,2,3,2,85,4.8,1,1
4647,7.4,1,1,2,81,4.6,1,1
4648,8.4,1,3,0,81,4.7,1,0
4649,8.2,2,3,2,90,4.8,1,1
4650,7.8,1,2,1,70,4.3,1,1
4651,7.6,1,1,0,78,4.2,0,0
4652,7.5,1,2,0,76,4.7,1,0
4653,7.5,1,2,1,79,4.5,1,0
4654,7.6,1,3,1,90,4.5,1,0
4655,7.4,1,2,0,74,4.1,1,0
4656,8.3,1,1,2,79,3.7,1,1
4657,7.6,1,1,0,81,4,0,0
4658,8,0,3,2,82,4.8,0,1
4659,8.3,1,3,2,90,4.8,1,1
4660,7.7,1,1,0,63,3.9,0,1
4661,7.5,1,1,1,69,3.4,1,0
4662,7.4,0,1,0,72,4.5,1,0
4663,8.4,0,1,0,76,4.2,1,1
4664,7,1,1,1,63,3.7,1,0
4665,8.3,2,3,2,90,4.8,1,1
4666,7.5,1,1,1,76,3.9,1,0
4667,7.7,1,3,2,86,4.4,1,1
4668,8.3,2,3,2,90,4.7,1,1
4669,7.5,1,1,1,77,4.1,0,0
4670,7.6,2,1,3,67,3.7,1,0
4671,8.1,1,3,2,90,4.3,1,1
4672,7.9,1,3,1,80,4.8,0,1
4673,8.4,1,1,2,78,4.1,1,0
4674,8,1,3,0,87,4.3,1,1
4675,7.5,1,2,0,78,4.4,1,1
4676,7.7,0,2,0,70,4,1,0
4677,7.6,1,1,0,71,3.9,1,1
4678,7.6,1,1,0,66,4.1,0,0
4679,6.5,0,2,0,70,4.4,1,0
4680,8.4,0,3,2,90,4.6,1,0
4681,7.8,0,1,1,77,4.3,0,1
4682,8.4,0,3,2,78,4.8,1,1
4683,8.5,2,3,2,90,4.8,1,1
4684,8,0,3,3,72,4.5,1,1
4685,7.5,1,1,0,81,3.8,1,0
4686,7,1,2,2,90,4.5,1,1
4687,7.6,0,1,1,69,4.5,0,1
4688,7.6,1,1,0,60,4.2,1,0
4689,7.4,1,3,0,87,4.8,1,1
4690,7.9,1,1,0,83,4.8,1,1
4691,8.3,2,3,0,84,3.9,1,1
4692,6.7,0,3,0,70,4.7,0,0
4693,7.2,1,3,2,87,4.8,1,1
4694,8.2,2,3,2,86,4.5,1,1
4695,7.7,1,1,1,70,4.1,0,0
4696,7.5,0,1,0,81,4.4,0,0
4697,8.2,1,3,1,80,4.8,1,1
4698,8.2,1,2,0,87,4.2,1,0
4699,7.5,1,1,0,71,3.7,1,0
4700,6.8,1,2,1,71,3.7,1,0
4701,6.5,0,1,1,66,3.6,0,0
4702,7.5,1,1,1,82,4.6,1,0
4703,8.5,2,3,2,90,4.6,1,1
4704,7.5,1,1,1,80,4.1,1,0
4705,7.7,1,1,0,68,4.3,1,0
4706,7.3,1,2,0,68,3.8,1,0
4707,6.5,1,1,1,73,4.2,0,0
4708,7.9,0,1,0,88,4.3,1,0
4709,8,2,2,2,77,4.8,0,0
4710,8.4,2,3,3,90,4.6,1,1
4711,7.1,2,1,2,77,4.1,1,0
4712,7.7,2,1,1,70,3.5,1,1
4713,6.6,1,1,1,72,4.3,0,0
4714,8.4,0,3,0,87,4.6,1,1
4715,8.4,1,3,0,84,4.1,1,0
4716,8.5,2,3,2,90,4.8,1,1
4717,8.4,2,1,2,84,4.5,1,0
4718,7,0,2,1,73,3.9,0,0
4719,8.4,2,2,0,90,4.1,1,0
4720,6.8,1,1,0,74,4.2,1,0
4721,7.6,1,3,1,77,4.1,0,1
4722,7.8,2,3,2,84,4.4,0,0
4723,8.1,2,2,1,65,4.8,0,0
4724,7.5,1,1,0,81,4.2,1,0
4725,8.3,2,3,2,90,4.4,1,1
4726,8.3,1,2,2,76,4.5,1,1
4727,8.2,1,3,2,84,4.4,1,1
4728,7.4,1,3,2,81,4.5,1,0
4729,7.5,1,1,1,83,4.4,1,0
4730,7.6,0,2,1,81,4.4,1,1
4731,6.7,1,1,1,75,3.8,0,0
4732,7.8,2,3,1,79,3.9,1,0
4733,7.4,0,1,1,64,4.7,1,0
4734,8.6,1,3,0,74,4.4,1,1
4735,8.1,2,3,2,90,4.8,1,1
4736,7.6,2,1,1,85,4.4,1,0
4737,7.4,1,3,1,73,4.4,1,0
4738,8.3,2,2,0,90,4.3,1,1
4739,7.6,0,3,0,85,4.3,1,1
4740,7.9,2,3,2,90,4.8,0,1
4741,8.4,2,3,2,89,4.5,1,1
4742,8.4,0,3,2,88,3.7,1,1
4743,8.5,1,3,2,90,4.8,1,0
4744,8.5,2,3,2,90,4.3,1,1
4745,7.5,1,1,0,85,4.5,0,0
4746,8.8,1,3,2,89,4.4,1,1
4747,8.3,1,3,1,66,4.3,0,0
4748,8.1,1,1,0,76,4.2,1,1
4749,8.2,1,1,2,85,4.8,1,1
4750,8.3,1,1,0,80,3.6,1,0
4751,6.7,1,1,0,71,4.5,0,0
4752,7.1,1,1,1,76,4.2,1,1
4753,7.4,1,2,0,76,3.5,1,0
4754,8.4,0,3,0,83,4.5,1,1
4755,8,2,1,2,81,3.9,0,1
4756,8.4,2,3,2,89,4.8,1,1
4757,7.8,1,1,0,79,4.6,0,0
4758,8.9,2,2,0,90,4.8,1,1
4759,8.2,2,3,1,90,4.8,1,1
4760,7.6,0,1,1,68,4.1,0,0
4761,8.7,2,3,2,78,4.8,1,1
4762,7.2,1,2,0,75,4.2,1,1
4763,8.4,2,3,0,83,4.4,1,1
4764,7.5,1,1,0,64,4,0,0
4765,7.4,1,2,0,76,4.5,0,0
4766,6.7,1,1,0,82,3.7,1,0
4767,7,1,2,1,84,3.9,1,0
4768,7.8,1,3,2,82,4.8,0,1
4769,8.1,2,3,2,90,4.6,1,1
4770,7.5,1,1,0,69,4.5,0,0
4771,7.4,1,1,0,77,3.8,1,0
4772,6.6,0,1,0,63,4.2,0,0
4773,6.6,0,1,1,72,3.5,1,0
4774,8.3,1,3,2,90,4.3,1,1
4775,6.7,1,1,0,70,3.7,1,0
4776,9,2,3,2,84,4.4,1,0
4777,8.1,1,3,2,90,4.7,1,1
4778,7.5,1,1,0,75,4.8,1,0
4779,8.2,1,2,0,83,4.1,1,0
4780,7.7,1,1,0,74,3.3,1,0
4781,8.2,2,3,2,78,4.8,1,1
4782,7.5,0,1,0,78,4,0,0
4783,6.8,1,3,2,79,4.4,1,1
4784,8.4,0,3,0,90,4.5,1,1
4785,7.7,1,3,2,87,4.8,1,1
4786,8.2,2,1,0,82,4.7,1,1
4787,8.3,1,3,2,79,4.7,1,0
4788,6.6,2,2,2,71,3.6,0,0
4789,8.6,2,1,3,80,4.5,1,1
4790,6.5,1,2,1,74,3.9,1,0
4791,7.5,1,3,1,72,4.4,1,0
4792,8.2,2,3,0,87,4.3,1,1
4793,7.2,1,2,1,76,4.1,0,0
4794,7.6,1,1,1,86,4.1,0,0
4795,6.5,1,1,0,64,4.4,1,0
4796,7.4,1,2,0,79,4.2,1,1
4797,8.6,1,2,1,70,4.1,1,0
4798,7.7,2,3,0,80,4.8,1,1
4799,7.6,1,2,2,80,4.5,1,1
4800,8.6,1,3,3,90,4.8,1,1
4801,7.3,1,1,0,71,3.8,0,0
4802,7.7,2,1,0,74,4.1,1,1
4803,7.8,1,3,0,82,4.2,0,1
4804,8.4,2,1,0,77,4.6,1,0
4805,7.5,1,3,0,84,4.2,1,1
4806,7.5,2,3,2,80,4.5,1,0
4807,7.8,1,3,2,88,4.6,0,1
4808,6.5,1,1,1,68,4.7,0,0
4809,6.8,1,2,2,70,4,1,0
4810,7.5,1,1,0,71,3.6,0,1
4811,7.9,1,1,0,74,4.5,1,1
4812,7.4,2,3,0,80,4,1,0
4813,8.4,1,1,1,70,3.7,1,0
4814,7.6,0,1,1,79,3.5,1,1
4815,8.3,1,3,0,82,4.6,1,0
4816,7.2,2,1,1,89,4,1,0
4817,8.3,1,3,1,89,4.8,1,1
4818,6.6,1,1,1,80,3.5,0,0
4819,8.4,0,3,1,90,4.5,1,1
4820,8.2,0,2,1,69,3.5,1,0
4821,8,2,3,1,78,4.5,1,1
4822,8.4,2,3,2,90,4.6,1,1
4823,8.4,1,3,2,84,4.8,1,1
4824,7.3,1,2,1,68,3.9,0,0
4825,6.5,1,2,2,88,4.7,1,1
4826,7.4,0,2,1,79,4.6,1,0
4827,8.3,2,3,2,90,4.7,1,1
4828,8.3,2,2,1,64,4,1,1
4829,7.8,1,1,2,74,3.8,1,0
4830,8.2,2,3,2,90,4.6,1,1
4831,8.2,1,3,1,88,3.9,0,0
4832,7.7,1,1,0,76,4.1,1,0
4833,6.5,1,3,2,73,4.3,1,1
4834,8.3,2,2,2,90,4.7,1,0
4835,8.5,1,3,2,89,4.3,1,1
4836,8.3,0,3,1,79,4.5,0,0
4837,6.6,2,2,0,75,4.4,0,0
4838,8.8,2,3,3,79,4.4,1,1
4839,8.4,2,3,2,90,4.8,1,1
4840,7.9,1,3,1,90,4.8,1,1
4841,8,0,1,3,90,4.8,1,1
4842,8,1,3,0,90,4.4,1,1
4843,7.6,2,3,2,90,4.8,1,1
4844,8.8,2,3,2,90,4.8,1,1
4845,7.6,0,1,0,76,4.1,0,0
4846,7.6,1,3,0,69,3.9,1,1
4847,8.7,2,3,3,89,4.5,1,1
4848,6.6,0,1,1,78,4.4,1,0
4849,7.3,0,1,2,82,4.7,1,1
4850,6.5,1,1,1,80,4.4,1,0
4851,8.6,2,2,2,81,4.8,1,1
4852,7.5,1,2,1,71,4,0,0
4853,8.5,1,3,2,87,4.8,1,1
4854,8.4,1,3,2,90,4.8,1,1
4855,7.4,1,1,1,80,3.6,1,0
4856,7.5,1,2,0,70,3.4,1,0
4857,7.4,0,1,1,70,3.9,0,0
4858,7.6,1,1,1,63,4.5,0,0
4859,8,2,3,0,90,4.7,1,1
4860,8,2,3,2,90,4.8,1,1
4861,7.3,1,1,1,68,4.2,0,0
4862,7.5,0,2,0,67,4.3,1,0
4863,6.7,0,1,0,80,3.1,1,0
4864,7.7,1,1,0,79,4.3,1,0
4865,6.5,1,3,2,84,4.6,1,1
4866,7.5,1,1,1,63,3.5,0,0
4867,7.3,1,1,2,81,3.7,1,0
4868,7.5,2,2,2,90,4.2,1,0
4869,8.5,2,3,1,85,4.1,1,1
4870,8.3,2,3,2,90,4.5,1,1
4871,7.6,0,1,0,90,4.1,1,0
4872,8.6,1,2,0,77,4.5,1,1
4873,8.1,0,3,2,81,4.2,1,1
4874,8.3,1,3,2,90,4.5,1,0
4875,8.3,0,3,2,89,4.8,1,1
4876,7.9,1,2,0,78,4.5,1,1
4877,7.6,2,3,2,81,4.3,1,1
4878,7.7,1,1,0,86,4.1,1,0
4879,7.6,1,2,0,84,3.6,1,1
4880,6.5,1,3,1,75,4.5,1,0
4881,6.6,0,1,1,77,4.3,1,0
4882,8,1,3,0,86,4.4,1,0
4883,8,1,2,2,72,4.3,1,0
4884,8.5,1,1,2,86,4.5,1,1
4885,7.7,1,1,1,73,4.4,1,0
4886,6.5,1,2,0,60,4.7,1,0
4887,8.1,2,3,2,90,4.8,1,1
4888,6.5,0,3,2,72,4.1,1,1
4889,6.7,0,1,0,76,4,1,0
4890,8.1,1,2,1,77,3.8,0,0
4891,8,2,2,2,86,4.8,1,1
4892,8.3,2,3,2,82,4.3,1,1
4893,8.6,1,2,3,76,4.7,1,0
4894,7.4,1,2,0,89,3.6,0,0
4895,8.2,1,3,0,90,4.7,1,1
4896,8.3,0,3,2,86,4.7,1,1
4897,6.7,1,1,1,67,4.2,0,0
4898,7.5,1,3,2,83,4.8,1,0
4899,8.6,2,3,2,90,4.8,1,1
4900,8.3,2,3,2,84,4,1,0
4901,7.4,1,2,1,70,3.8,1,0
4902,8.4,2,3,2,86,4.8,1,1
4903,8.1,1,3,0,77,4.1,1,0
4904,6.7,1,1,1,67,3.4,0,0
4905,8.1,1,3,2,90,4.4,1,1
4906,7.4,1,1,0,80,4.1,1,0
4907,7.8,2,3,2,90,4.8,1,1
4908,7.9,0,2,1,76,4.7,1,0
4909,8.4,1,2,1,87,4.7,1,0
4910,6.9,1,1,1,64,3.5,0,0
4911,6.7,1,1,0,83,4.2,0,0
4912,7.1,1,2,1,73,3.9,1,1
4913,7.6,0,1,0,81,4.4,1,1
4914,7.5,0,3,2,78,4.2,1,0
4915,7.9,1,3,1,81,4.5,1,1
4916,7.5,0,3,2,90,4.3,1,1
4917,8,2,3,2,90,4.8,1,1
4918,7.4,0,2,1,76,4,1,0
4919,8.5,2,1,0,86,4.5,1,1
4920,8,0,3,1,83,4.4,1,1
4921,7.3,1,2,1,67,4.6,0,0
4922,6.6,1,2,1,62,3.7,1,0
4923,8.5,2,3,2,90,4.6,1,1
4924,7.5,1,3,1,66,3.8,1,0
4925,7.7,1,1,0,79,4.6,0,0
4926,7.6,1,2,1,67,4.4,1,1
4927,8.6,2,3,2,90,4.8,1,1
4928,8.4,1,3,0,86,4.7,1,1
4929,7.7,1,1,3,79,4.1,1,1
4930,8.2,1,3,2,86,4.8,1,1
4931,8.6,2,3,2,90,4.8,1,1
4932,6.5,1,2,1,79,4.1,1,0
4933,8.5,1,2,0,75,4.5,1,0
4934,7.5,1,2,1,90,3.8,1,1
4935,6.7,1,2,1,68,4.3,1,0
4936,8.4,2,3,2,90,4.8,1,1
4937,7.5,1,1,0,60,3.7,1,0
4938,8.5,1,1,2,82,4.4,1,1
4939,8.5,1,2,2,90,4.6,1,1
4940,7.6,1,3,0,90,4.8,1,1
4941,7.6,1,3,0,75,4.2,0,1
4942,8.3,0,3,2,90,4.8,0,1
4943,8.1,2,3,2,89,4.6,1,0
4944,6.7,1,2,1,76,3.2,1,0
4945,7.7,1,3,1,78,3.9,0,0
4946,6.7,0,1,0,77,4.1,0,0
4947,6.5,0,1,0,60,3.9,0,0
4948,6.7,1,1,2,89,4.3,1,0
4949,8.5,2,3,2,83,4.6,1,1
4950,7.7,1,2,2,80,4.5,1,1
4951,8.1,0,2,2,75,4.3,1,1
4952,6.5,2,1,1,73,4.3,0,0
4953,8,1,3,1,87,3.9,1,0
4954,7.4,1,2,0,69,4.1,0,0
4955,7.4,1,2,1,71,3.5,0,0
4956,8.2,2,1,0,79,4.6,0,0
4957,7.4,1,2,1,71,4.1,1,0
4958,7.9,1,3,1,76,4.3,0,0
4959,8.1,2,1,1,75,4.7,1,0
4960,8.3,2,3,2,90,4.8,1,1
4961,8.1,0,2,2,86,4.6,1,0
4962,8.4,2,3,2,90,4.8,1,1
4963,9.1,1,1,0,75,3.8,0,1
4964,8.2,1,3,2,90,4.8,1,1
4965,7.7,0,1,0,82,4.1,1,0
4966,6.7,1,1,1,68,4.8,0,0
4967,8.3,2,3,2,90,4.7,1,1
4968,8,1,3,2,90,4.8,1,0
4969,8.3,2,3,2,87,4.7,1,1
4970,7.9,1,3,2,89,4.8,1,1
4971,7.5,1,1,0,63,4.5,1,0
4972,8,2,3,0,90,4.8,1,1
4973,8.5,2,1,0,79,4.8,0,1
4974,7.9,1,2,3,80,4.7,1,0
4975,7.7,0,1,1,78,4.6,1,0
4976,7.4,1,2,1,74,3.9,1,0
4977,6.5,1,2,1,77,4,0,0
4978,7.7,2,2,0,75,4.5,1,0
4979,7.5,1,2,1,79,4.4,0,1
4980,8.6,1,3,2,90,4.8,1,1
4981,8.5,2,3,2,90,4.8,1,1
4982,7.5,1,1,0,66,3.9,1,0
4983,7.6,0,1,0,82,4.3,1,0
4984,7.5,0,1,0,72,4.3,1,0
4985,7.5,0,1,0,71,3.8,1,0
4986,7,1,3,2,87,3.9,1,0
4987,6.5,1,1,1,84,4.4,1,1
4988,7.6,2,2,2,83,4.8,1,1
4989,7.7,1,1,1,68,4.6,0,0
4990,7.7,1,1,1,64,3.9,0,0
4991,6.6,0,1,1,68,3.8,0,0
4992,6.9,1,1,0,61,3.5,0,0
4993,7.4,2,2,1,81,4.4,1,1
4994,8.1,2,2,0,83,4.4,0,0
4995,6.9,0,1,0,81,4,1,0
4996,8.3,0,3,2,80,4.7,1,0
4997,7.7,1,3,2,81,4.7,1,0
4998,8.5,1,1,2,75,4.8,1,1
4999,7.5,1,2,0,83,4.2,1,0
5000,8.1,0,2,1,88,4.8,1,1
5001,7.9,0,2,2,85,4.8,1,0
5002,7.7,2,3,2,89,4.5,1,0
5003,7.5,0,3,2,83,4.4,1,1
5004,8.2,1,3,0,82,4.1,1,0
5005,8.6,1,2,1,73,4.7,1,0
5006,6.7,1,1,1,77,3.4,1,0
5007,7.6,0,1,1,80,4.6,0,0
5008,6.5,0,3,0,88,4.8,1,1
5009,8.2,2,3,2,90,4.8,0,1
5010,7.7,2,1,2,79,4.6,1,1
5011,7.5,1,2,1,83,4,1,0
5012,6.5,0,1,1,60,3.7,0,0
5013,7.4,2,2,0,66,4.2,0,0
5014,8.2,1,1,0,71,3.6,1,0
5015,6.5,0,1,1,66,4.4,0,0
5016,6.5,1,1,1,71,3.7,1,0
5017,8.7,2,3,2,77,4.8,0,1
5018,7.6,1,1,0,75,4,0,0
5019,8.2,1,1,0,86,4.6,1,0
5020,8.1,2,2,2,85,4.5,1,0
5021,8.1,0,3,0,77,3.9,0,0
5022,8.4,2,3,2,90,4.8,1,1
5023,8.3,1,3,2,86,4.8,1,1
5024,7.5,0,1,2,81,4.1,1,0
5025,6.6,1,1,1,77,4,0,0
5026,8.3,1,2,2,90,4.8,1,1
5027,8.3,2,3,2,89,4.8,1,1
5028,8.1,1,1,1,74,4.5,0,0
5029,8.3,1,3,1,83,4.8,0,0
5030,6.5,0,1,1,87,4.8,0,0
5031,6.8,1,1,1,61,3.5,0,0
5032,8,1,3,0,80,4.7,1,1
5033,8.2,2,3,2,90,4.8,1,1
5034,7.7,0,2,0,88,4.8,0,0
5035,7.6,1,1,1,81,4,1,0
5036,7.5,1,1,0,60,3.9,0,0
5037,8.4,2,3,2,90,4.8,1,1
5038,7.8,1,2,1,81,3.7,1,0
5039,8.4,0,3,2,84,4.5,0,1
5040,7.5,1,3,1,83,4.4,1,1
5041,8.3,2,2,0,79,4.5,1,1
5042,6.5,2,1,2,79,4.4,0,0
5043,8.2,1,3,2,89,4.3,0,1
5044,6.5,1,2,1,78,4.1,0,0
5045,6.5,1,1,1,79,4.6,1,0
5046,8.3,1,3,0,77,4.8,1,0
5047,8.2,2,3,3,90,4.8,1,0
5048,6.6,1,1,1,68,3.3,0,0
5049,8.3,1,2,3,85,4.6,1,1
5050,8,1,1,1,83,4.2,1,0
5051,6.6,1,2,0,87,4.6,1,0
5052,8.1,2,3,2,90,4.7,1,1
5053,8.5,2,2,2,88,4.8,1,1
5054,7.5,1,1,0,75,3.9,1,0
5055,6.5,0,1,0,71,3.7,1,0
5056,7.6,2,3,2,90,4.5,1,1
5057,8.6,0,3,2,81,3.9,1,1
5058,6.8,1,1,0,76,4,0,0
5059,8,1,3,2,81,4,1,1
5060,7.7,1,1,0,71,4.3,1,0
5061,7.5,0,1,1,60,4.2,0,0
5062,6.9,1,2,0,66,4.4,1,1
5063,8.3,2,3,2,90,4.8,1,1
5064,7.6,1,1,1,82,4.3,0,1
5065,6.5,2,1,1,72,4.4,1,0
5066,6.6,1,2,0,79,4.4,1,0
5067,6.8,0,1,1,64,3.8,0,0
5068,8.6,1,3,2,90,4.6,1,1
5069,8.1,2,3,0,90,4.6,1,1
5070,8.2,2,3,2,84,4.8,1,1
5071,8.7,1,1,0,75,4.4,0,0
5072,7.3,1,3,1,71,3.8,1,0
5073,7.4,1,1,1,82,4.1,0,0
5074,7.6,1,2,1,84,4.7,0,0
5075,6.5,1,2,0,87,4.3,0,0
5076,8.5,2,3,2,77,4.5,1,1
5077,7.5,0,2,1,72,4.5,0,0
5078,7.3,1,1,0,65,3.9,0,0
5079,6.5,1,1,1,64,4.4,0,0
5080,8.4,2,3,2,90,4.8,1,1
5081,8,2,3,2,90,4.7,1,0
5082,8,2,3,2,90,4.8,1,1
5083,8.3,2,1,2,81,4.8,0,0
5084,7,0,1,0,75,3.8,0,0
5085,8.3,2,3,2,89,3.9,1,0
5086,7.7,1,0,0,65,3.9,0,0
5087,7.9,0,1,1,74,3.9,1,0
5088,8.6,1,3,0,90,4.8,1,1
5089,7.8,1,3,1,77,3.6,1,0
5090,7.4,1,1,1,61,4.1,1,0
5091,7.4,1,1,0,64,4.2,1,0
5092,8.4,1,3,2,90,4.3,1,1
5093,7.4,1,1,1,77,4.1,1,0
5094,8.3,2,3,1,88,3.8,1,1
5095,6.5,0,1,0,64,3.9,1,0
5096,7.7,0,1,0,79,4,1,0
5097,8.4,2,3,2,90,4.7,1,1
5098,8.3,0,1,0,73,3.8,1,0
5099,6.5,0,1,1,69,3.9,0,0
5100,8.4,1,3,0,90,4.7,1,1
5101,6.6,1,1,1,60,3.9,1,0
5102,8.4,2,2,2,85,4.8,0,0
5103,8.7,0,3,2,88,4.7,1,1
5104,8.3,1,3,2,90,4.7,1,1
5105,6.6,1,1,1,87,4.7,1,0
5106,6.7,2,3,2,82,4.8,0,1
5107,8.4,2,3,2,90,4.7,1,1
5108,7.7,1,3,2,90,4.7,1,1
5109,7.6,1,1,0,67,3.8,0,0
5110,7.8,1,2,0,80,4.7,1,0
5111,8.1,1,3,2,90,4.8,1,1
5112,6.5,1,1,0,72,3.8,0,0
5113,7.2,0,2,1,78,4.4,1,0
5114,6.6,1,3,0,77,3.7,1,0
5115,7.5,1,3,2,78,4.7,1,0
5116,7.6,1,1,1,75,3.6,1,0
5117,8.6,0,3,2,90,4.8,1,1
5118,6.8,0,1,0,73,4.5,0,0
