StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,PlacementTraining,PlacementStatus
4714,8.4,0,3,0,87,4.6,Yes,Placed
4715,8.4,1,3,0,84,4.1,Yes,NotPlaced
4716,8.5,2,3,2,90,4.8,Yes,Placed
4717,8.4,2,1,2,84,4.5,Yes,NotPlaced
4718,7,0,2,1,73,3.9,No,NotPlaced
4719,8.4,2,2,0,90,4.1,Yes,NotPlaced
4720,6.8,1,1,0,74,4.2,Yes,NotPlaced
4721,7.6,1,3,1,77,4.1,No,Placed
4722,7.8,2,3,2,84,4.4,No,NotPlaced
4723,8.1,2,2,1,65,4.8,No,NotPlaced
4724,7.5,1,1,0,81,4.2,Yes,NotPlaced
4725,8.3,2,3,2,90,4.4,Yes,Placed
4726,8.3,1,2,2,76,4.5,Yes,Placed
4727,8.2,1,3,2,84,4.4,Yes,Placed
4728,7.4,1,3,2,81,4.5,Yes,NotPlaced
4729,7.5,1,1,1,83,4.4,Yes,NotPlaced
4730,7.6,0,2,1,81,4.4,Yes,Placed
4731,6.7,1,1,1,75,3.8,No,NotPlaced
4732,7.8,2,3,1,79,3.9,Yes,NotPlaced
4733,7.4,0,1,1,64,4.7,Yes,NotPlaced
4734,8.6,1,3,0,74,4.4,Yes,Placed
4735,8.1,2,3,2,90,4.8,Yes,Placed
4736,7.6,2,1,1,85,4.4,Yes,NotPlaced
4737,7.4,1,3,1,73,4.4,Yes,NotPlaced
4738,8.3,2,2,0,90,4.3,Yes,Placed
4739,7.6,0,3,0,85,4.3,Yes,Placed
4740,7.9,2,3,2,90,4.8,No,Placed
4741,8.4,2,3,2,89,4.5,Yes,Placed
4742,8.4,0,3,2,88,3.7,Yes,Placed
4743,8.5,1,3,2,90,4.8,Yes,NotPlaced
4744,8.5,2,3,2,90,4.3,Yes,Placed
4745,7.5,1,1,0,85,4.5,No,NotPlaced
4746,8.8,1,3,2,89,4.4,Yes,Placed
4747,8.3,1,3,1,66,4.3,No,NotPlaced
4748,8.1,1,1,0,76,4.2,Yes,Placed
4749,8.2,1,1,2,85,4.8,Yes,Placed
4750,8.3,1,1,0,80,3.6,Yes,NotPlaced
4751,6.7,1,1,0,71,4.5,No,NotPlaced
4752,7.1,1,1,1,76,4.2,Yes,Placed
4753,7.4,1,2,0,76,3.5,Yes,NotPlaced
4754,8.4,0,3,0,83,4.5,Yes,Placed
4755,8,2,1,2,81,3.9,No,Placed
4756,8.4,2,3,2,89,4.8,Yes,Placed
4757,7.8,1,1,0,79,4.6,No,NotPlaced
4758,8.9,2,2,0,90,4.8,Yes,Placed
4759,8.2,2,3,1,90,4.8,Yes,Placed
4760,7.6,0,1,1,68,4.1,No,NotPlaced
4761,8.7,2,3,2,78,4.8,Yes,Placed
4762,7.2,1,2,0,75,4.2,Yes,Placed
4763,8.4,2,3,0,83,4.4,Yes,Placed
4764,7.5,1,1,0,64,4,No,NotPlaced
4765,7.4,1,2,0,76,4.5,No,NotPlaced
4766,6.7,1,1,0,82,3.7,Yes,NotPlaced
4767,7,1,2,1,84,3.9,Yes,NotPlaced
4768,7.8,1,3,2,82,4.8,No,Placed
4769,8.1,2,3,2,90,4.6,Yes,Placed
4770,7.5,1,1,0,69,4.5,No,NotPlaced
4771,7.4,1,1,0,77,3.8,Yes,NotPlaced
4772,6.6,0,1,0,63,4.2,No,NotPlaced
4773,6.6,0,1,1,72,3.5,Yes,NotPlaced
4774,8.3,1,3,2,90,4.3,Yes,Placed
4775,6.7,1,1,0,70,3.7,Yes,NotPlaced
4776,9,2,3,2,84,4.4,Yes,NotPlaced
4777,8.1,1,3,2,90,4.7,Yes,Placed
4778,7.5,1,1,0,75,4.8,Yes,NotPlaced
4779,8.2,1,2,0,83,4.1,Yes,NotPlaced
4780,7.7,1,1,0,74,3.3,Yes,NotPlaced
4781,8.2,2,3,2,78,4.8,Yes,Placed
4782,7.5,0,1,0,78,4,No,NotPlaced
4783,6.8,1,3,2,79,4.4,Yes,Placed
4784,8.4,0,3,0,90,4.5,Yes,Placed
4785,7.7,1,3,2,87,4.8,Yes,Placed
4786,8.2,2,1,0,82,4.7,Yes,Placed
4787,8.3,1,3,2,79,4.7,Yes,NotPlaced
4788,6.6,2,2,2,71,3.6,No,NotPlaced
4789,8.6,2,1,3,80,4.5,Yes,Placed
4790,6.5,1,2,1,74,3.9,Yes,NotPlaced
4791,7.5,1,3,1,72,4.4,Yes,NotPlaced
4792,8.2,2,3,0,87,4.3,Yes,Placed
4793,7.2,1,2,1,76,4.1,No,NotPlaced
4794,7.6,1,1,1,86,4.1,No,NotPlaced
4795,6.5,1,1,0,64,4.4,Yes,NotPlaced
4796,7.4,1,2,0,79,4.2,Yes,Placed
4797,8.6,1,2,1,70,4.1,Yes,NotPlaced
4798,7.7,2,3,0,80,4.8,Yes,Placed
4799,7.6,1,2,2,80,4.5,Yes,Placed
4800,8.6,1,3,3,90,4.8,Yes,Placed
4801,7.3,1,1,0,71,3.8,No,NotPlaced
4802,7.7,2,1,0,74,4.1,Yes,Placed
4803,7.8,1,3,0,82,4.2,No,Placed
4804,8.4,2,1,0,77,4.6,Yes,NotPlaced
4805,7.5,1,3,0,84,4.2,Yes,Placed
4806,7.5,2,3,2,80,4.5,Yes,NotPlaced
4807,7.8,1,3,2,88,4.6,No,Placed
4808,6.5,1,1,1,68,4.7,No,NotPlaced
4809,6.8,1,2,2,70,4,Yes,NotPlaced
4810,7.5,1,1,0,71,3.6,No,Placed
4811,7.9,1,1,0,74,4.5,Yes,Placed
4812,7.4,2,3,0,80,4,Yes,NotPlaced
4813,8.4,1,1,1,70,3.7,Yes,NotPlaced
4814,7.6,0,1,1,79,3.5,Yes,Placed
4815,8.3,1,3,0,82,4.6,Yes,NotPlaced
4816,7.2,2,1,1,89,4,Yes,NotPlaced
4817,8.3,1,3,1,89,4.8,Yes,Placed
4818,6.6,1,1,1,80,3.5,No,NotPlaced
4819,8.4,0,3,1,90,4.5,Yes,Placed
4820,8.2,0,2,1,69,3.5,Yes,NotPlaced
4821,8,2,3,1,78,4.5,Yes,Placed
4822,8.4,2,3,2,90,4.6,Yes,Placed
4823,8.4,1,3,2,84,4.8,Yes,Placed
4824,7.3,1,2,1,68,3.9,No,NotPlaced
4825,6.5,1,2,2,88,4.7,Yes,Placed
4826,7.4,0,2,1,79,4.6,Yes,NotPlaced
4827,8.3,2,3,2,90,4.7,Yes,Placed
4828,8.3,2,2,1,64,4,Yes,Placed
4829,7.8,1,1,2,74,3.8,Yes,NotPlaced
4830,8.2,2,3,2,90,4.6,Yes,Placed
4831,8.2,1,3,1,88,3.9,No,NotPlaced
4832,7.7,1,1,0,76,4.1,Yes,NotPlaced
4833,6.5,1,3,2,73,4.3,Yes,Placed
4834,8.3,2,2,2,90,4.7,Yes,NotPlaced
4835,8.5,1,3,2,89,4.3,Yes,Placed
4836,8.3,0,3,1,79,4.5,No,NotPlaced
4837,6.6,2,2,0,75,4.4,No,NotPlaced
4838,8.8,2,3,3,79,4.4,Yes,Placed
4839,8.4,2,3,2,90,4.8,Yes,Placed
4840,7.9,1,3,1,90,4.8,Yes,Placed
4841,8,0,1,3,90,4.8,Yes,Placed
4842,8,1,3,0,90,4.4,Yes,Placed
4843,7.6,2,3,2,90,4.8,Yes,Placed
4844,8.8,2,3,2,90,4.8,Yes,Placed
4845,7.6,0,1,0,76,4.1,No,NotPlaced
4846,7.6,1,3,0,69,3.9,Yes,Placed
4847,8.7,2,3,3,89,4.5,Yes,Placed
4848,6.6,0,1,1,78,4.4,Yes,NotPlaced
4849,7.3,0,1,2,82,4.7,Yes,Placed
4850,6.5,1,1,1,80,4.4,Yes,NotPlaced
4851,8.6,2,2,2,81,4.8,Yes,Placed
4852,7.5,1,2,1,71,4,No,NotPlaced
4853,8.5,1,3,2,87,4.8,Yes,Placed
4854,8.4,1,3,2,90,4.8,Yes,Placed
4855,7.4,1,1,1,80,3.6,Yes,NotPlaced
4856,7.5,1,2,0,70,3.4,Yes,NotPlaced
4857,7.4,0,1,1,70,3.9,No,NotPlaced
4858,7.6,1,1,1,63,4.5,No,NotPlaced
4859,8,2,3,0,90,4.7,Yes,Placed
4860,8,2,3,2,90,4.8,Yes,Placed
4861,7.3,1,1,1,68,4.2,No,NotPlaced
4862,7.5,0,2,0,67,4.3,Yes,NotPlaced
4863,6.7,0,1,0,80,3.1,Yes,NotPlaced
4864,7.7,1,1,0,79,4.3,Yes,NotPlaced
4865,6.5,1,3,2,84,4.6,Yes,Placed
4866,7.5,1,1,1,63,3.5,No,NotPlaced
4867,7.3,1,1,2,81,3.7,Yes,NotPlaced
4868,7.5,2,2,2,90,4.2,Yes,NotPlaced
4869,8.5,2,3,1,85,4.1,Yes,Placed
4870,8.3,2,3,2,90,4.5,Yes,Placed
4871,7.6,0,1,0,90,4.1,Yes,NotPlaced
4872,8.6,1,2,0,77,4.5,Yes,Placed
4873,8.1,0,3,2,81,4.2,Yes,Placed
4874,8.3,1,3,2,90,4.5,Yes,NotPlaced
4875,8.3,0,3,2,89,4.8,Yes,Placed
4876,7.9,1,2,0,78,4.5,Yes,Placed
4877,7.6,2,3,2,81,4.3,Yes,Placed
4878,7.7,1,1,0,86,4.1,Yes,NotPlaced
4879,7.6,1,2,0,84,3.6,Yes,Placed
4880,6.5,1,3,1,75,4.5,Yes,NotPlaced
4881,6.6,0,1,1,77,4.3,Yes,NotPlaced
4882,8,1,3,0,86,4.4,Yes,NotPlaced
4883,8,1,2,2,72,4.3,Yes,NotPlaced
4884,8.5,1,1,2,86,4.5,Yes,Placed
4885,7.7,1,1,1,73,4.4,Yes,NotPlaced
4886,6.5,1,2,0,60,4.7,Yes,NotPlaced
4887,8.1,2,3,2,90,4.8,Yes,Placed
4888,6.5,0,3,2,72,4.1,Yes,Placed
4889,6.7,0,1,0,76,4,Yes,NotPlaced
4890,8.1,1,2,1,77,3.8,No,NotPlaced
4891,8,2,2,2,86,4.8,Yes,Placed
4892,8.3,2,3,2,82,4.3,Yes,Placed
4893,8.6,1,2,3,76,4.7,Yes,NotPlaced
4894,7.4,1,2,0,89,3.6,No,NotPlaced
4895,8.2,1,3,0,90,4.7,Yes,Placed
4896,8.3,0,3,2,86,4.7,Yes,Placed
4897,6.7,1,1,1,67,4.2,No,NotPlaced
4898,7.5,1,3,2,83,4.8,Yes,NotPlaced
4899,8.6,2,3,2,90,4.8,Yes,Placed
4900,8.3,2,3,2,84,4,Yes,NotPlaced
4901,7.4,1,2,1,70,3.8,Yes,NotPlaced
4902,8.4,2,3,2,86,4.8,Yes,Placed
4903,8.1,1,3,0,77,4.1,Yes,NotPlaced
4904,6.7,1,1,1,67,3.4,No,NotPlaced
4905,8.1,1,3,2,90,4.4,Yes,Placed
4906,7.4,1,1,0,80,4.1,Yes,NotPlaced
4907,7.8,2,3,2,90,4.8,Yes,Placed
4908,7.9,0,2,1,76,4.7,Yes,NotPlaced
4909,8.4,1,2,1,87,4.7,Yes,NotPlaced
4910,6.9,1,1,1,64,3.5,No,NotPlaced
4911,6.7,1,1,0,83,4.2,No,NotPlaced
4912,7.1,1,2,1,73,3.9,Yes,Placed
4913,7.6,0,1,0,81,4.4,Yes,Placed
4914,7.5,0,3,2,78,4.2,Yes,NotPlaced
4915,7.9,1,3,1,81,4.5,Yes,Placed
4916,7.5,0,3,2,90,4.3,Yes,Placed
4917,8,2,3,2,90,4.8,Yes,Placed
4918,7.4,0,2,1,76,4,Yes,NotPlaced
4919,8.5,2,1,0,86,4.5,Yes,Placed
4920,8,0,3,1,83,4.4,Yes,Placed
4921,7.3,1,2,1,67,4.6,No,NotPlaced
4922,6.6,1,2,1,62,3.7,Yes,NotPlaced
4923,8.5,2,3,2,90,4.6,Yes,Placed
4924,7.5,1,3,1,66,3.8,Yes,NotPlaced
4925,7.7,1,1,0,79,4.6,No,NotPlaced
4926,7.6,1,2,1,67,4.4,Yes,Placed
4927,8.6,2,3,2,90,4.8,Yes,Placed
4928,8.4,1,3,0,86,4.7,Yes,Placed
4929,7.7,1,1,3,79,4.1,Yes,Placed
4930,8.2,1,3,2,86,4.8,Yes,Placed
4931,8.6,2,3,2,90,4.8,Yes,Placed
4932,6.5,1,2,1,79,4.1,Yes,NotPlaced
4933,8.5,1,2,0,75,4.5,Yes,NotPlaced
4934,7.5,1,2,1,90,3.8,Yes,Placed
4935,6.7,1,2,1,68,4.3,Yes,NotPlaced
4936,8.4,2,3,2,90,4.8,Yes,Placed
4937,7.5,1,1,0,60,3.7,Yes,NotPlaced
4938,8.5,1,1,2,82,4.4,Yes,Placed
4939,8.5,1,2,2,90,4.6,Yes,Placed
4940,7.6,1,3,0,90,4.8,Yes,Placed
4941,7.6,1,3,0,75,4.2,No,Placed
4942,8.3,0,3,2,90,4.8,No,Placed
4943,8.1,2,3,2,89,4.6,Yes,NotPlaced
4944,6.7,1,2,1,76,3.2,Yes,NotPlaced
4945,7.7,1,3,1,78,3.9,No,NotPlaced
4946,6.7,0,1,0,77,4.1,No,NotPlaced
4947,6.5,0,1,0,60,3.9,No,NotPlaced
4948,6.7,1,1,2,89,4.3,Yes,NotPlaced
4949,8.5,2,3,2,83,4.6,Yes,Placed
4950,7.7,1,2,2,80,4.5,Yes,Placed
4951,8.1,0,2,2,75,4.3,Yes,Placed
4952,6.5,2,1,1,73,4.3,No,NotPlaced
4953,8,1,3,1,87,3.9,Yes,NotPlaced
4954,7.4,1,2,0,69,4.1,No,NotPlaced
4955,7.4,1,2,1,71,3.5,No,NotPlaced
4956,8.2,2,1,0,79,4.6,No,NotPlaced
4957,7.4,1,2,1,71,4.1,Yes,NotPlaced
4958,7.9,1,3,1,76,4.3,No,NotPlaced
4959,8.1,2,1,1,75,4.7,Yes,NotPlaced
4960,8.3,2,3,2,90,4.8,Yes,Placed
4961,8.1,0,2,2,86,4.6,Yes,NotPlaced
4962,8.4,2,3,2,90,4.8,Yes,Placed
4963,9.1,1,1,0,75,3.8,No,Placed
4964,8.2,1,3,2,90,4.8,Yes,Placed
4965,7.7,0,1,0,82,4.1,Yes,NotPlaced
4966,6.7,1,1,1,68,4.8,No,NotPlaced
4967,8.3,2,3,2,90,4.7,Yes,Placed
4968,8,1,3,2,90,4.8,Yes,NotPlaced
4969,8.3,2,3,2,87,4.7,Yes,Placed
4970,7.9,1,3,2,89,4.8,Yes,Placed
4971,7.5,1,1,0,63,4.5,Yes,NotPlaced
4972,8,2,3,0,90,4.8,Yes,Placed
4973,8.5,2,1,0,79,4.8,No,Placed
4974,7.9,1,2,3,80,4.7,Yes,NotPlaced
4975,7.7,0,1,1,78,4.6,Yes,NotPlaced
4976,7.4,1,2,1,74,3.9,Yes,NotPlaced
4977,6.5,1,2,1,77,4,No,NotPlaced
4978,7.7,2,2,0,75,4.5,Yes,NotPlaced
4979,7.5,1,2,1,79,4.4,No,Placed
4980,8.6,1,3,2,90,4.8,Yes,Placed
4981,8.5,2,3,2,90,4.8,Yes,Placed
4982,7.5,1,1,0,66,3.9,Yes,NotPlaced
4983,7.6,0,1,0,82,4.3,Yes,NotPlaced
4984,7.5,0,1,0,72,4.3,Yes,NotPlaced
4985,7.5,0,1,0,71,3.8,Yes,NotPlaced
4986,7,1,3,2,87,3.9,Yes,NotPlaced
4987,6.5,1,1,1,84,4.4,Yes,Placed
4988,7.6,2,2,2,83,4.8,Yes,Placed
4989,7.7,1,1,1,68,4.6,No,NotPlaced
4990,7.7,1,1,1,64,3.9,No,NotPlaced
4991,6.6,0,1,1,68,3.8,No,NotPlaced
4992,6.9,1,1,0,61,3.5,No,NotPlaced
4993,7.4,2,2,1,81,4.4,Yes,Placed
4994,8.1,2,2,0,83,4.4,No,NotPlaced
4995,6.9,0,1,0,81,4,Yes,NotPlaced
4996,8.3,0,3,2,80,4.7,Yes,NotPlaced
4997,7.7,1,3,2,81,4.7,Yes,NotPlaced
4998,8.5,1,1,2,75,4.8,Yes,Placed
4999,7.5,1,2,0,83,4.2,Yes,NotPlaced
5000,8.1,0,2,1,88,4.8,Yes,Placed
5001,7.9,0,2,2,85,4.8,Yes,NotPlaced
5002,7.7,2,3,2,89,4.5,Yes,NotPlaced
5003,7.5,0,3,2,83,4.4,Yes,Placed
5004,8.2,1,3,0,82,4.1,Yes,NotPlaced
5005,8.6,1,2,1,73,4.7,Yes,NotPlaced
5006,6.7,1,1,1,77,3.4,Yes,NotPlaced
5007,7.6,0,1,1,80,4.6,No,NotPlaced
5008,6.5,0,3,0,88,4.8,Yes,Placed
5009,8.2,2,3,2,90,4.8,No,Placed
5010,7.7,2,1,2,79,4.6,Yes,Placed
5011,7.5,1,2,1,83,4,Yes,NotPlaced
5012,6.5,0,1,1,60,3.7,No,NotPlaced
5013,7.4,2,2,0,66,4.2,No,NotPlaced
5014,8.2,1,1,0,71,3.6,Yes,NotPlaced
5015,6.5,0,1,1,66,4.4,No,NotPlaced
5016,6.5,1,1,1,71,3.7,Yes,NotPlaced
5017,8.7,2,3,2,77,4.8,No,Placed
5018,7.6,1,1,0,75,4,No,NotPlaced
5019,8.2,1,1,0,86,4.6,Yes,NotPlaced
5020,8.1,2,2,2,85,4.5,Yes,NotPlaced
5021,8.1,0,3,0,77,3.9,No,NotPlaced
5022,8.4,2,3,2,90,4.8,Yes,Placed
5023,8.3,1,3,2,86,4.8,Yes,Placed
5024,7.5,0,1,2,81,4.1,Yes,NotPlaced
5025,6.6,1,1,1,77,4,No,NotPlaced
5026,8.3,1,2,2,90,4.8,Yes,Placed
5027,8.3,2,3,2,89,4.8,Yes,Placed
5028,8.1,1,1,1,74,4.5,No,NotPlaced
5029,8.3,1,3,1,83,4.8,No,NotPlaced
5030,6.5,0,1,1,87,4.8,No,NotPlaced
5031,6.8,1,1,1,61,3.5,No,NotPlaced
5032,8,1,3,0,80,4.7,Yes,Placed
5033,8.2,2,3,2,90,4.8,Yes,Placed
5034,7.7,0,2,0,88,4.8,No,NotPlaced
5035,7.6,1,1,1,81,4,Yes,NotPlaced
5036,7.5,1,1,0,60,3.9,No,NotPlaced
5037,8.4,2,3,2,90,4.8,Yes,Placed
5038,7.8,1,2,1,81,3.7,Yes,NotPlaced
5039,8.4,0,3,2,84,4.5,No,Placed
5040,7.5,1,3,1,83,4.4,Yes,Placed
5041,8.3,2,2,0,79,4.5,Yes,Placed
5042,6.5,2,1,2,79,4.4,No,NotPlaced
5043,8.2,1,3,2,89,4.3,No,Placed
5044,6.5,1,2,1,78,4.1,No,NotPlaced
5045,6.5,1,1,1,79,4.6,Yes,NotPlaced
5046,8.3,1,3,0,77,4.8,Yes,NotPlaced
5047,8.2,2,3,3,90,4.8,Yes,NotPlaced
5048,6.6,1,1,1,68,3.3,No,NotPlaced
5049,8.3,1,2,3,85,4.6,Yes,Placed
5050,8,1,1,1,83,4.2,Yes,NotPlaced
5051,6.6,1,2,0,87,4.6,Yes,NotPlaced
5052,8.1,2,3,2,90,4.7,Yes,Placed
5053,8.5,2,2,2,88,4.8,Yes,Placed
5054,7.5,1,1,0,75,3.9,Yes,NotPlaced
5055,6.5,0,1,0,71,3.7,Yes,NotPlaced
5056,7.6,2,3,2,90,4.5,Yes,Placed
5057,8.6,0,3,2,81,3.9,Yes,Placed
5058,6.8,1,1,0,76,4,No,NotPlaced
5059,8,1,3,2,81,4,Yes,Placed
5060,7.7,1,1,0,71,4.3,Yes,NotPlaced
5061,7.5,0,1,1,60,4.2,No,NotPlaced
5062,6.9,1,2,0,66,4.4,Yes,Placed
5063,8.3,2,3,2,90,4.8,Yes,Placed
5064,7.6,1,1,1,82,4.3,No,Placed
5065,6.5,2,1,1,72,4.4,Yes,NotPlaced
5066,6.6,1,2,0,79,4.4,Yes,NotPlaced
5067,6.8,0,1,1,64,3.8,No,NotPlaced
5068,8.6,1,3,2,90,4.6,Yes,Placed
5069,8.1,2,3,0,90,4.6,Yes,Placed
5070,8.2,2,3,2,84,4.8,Yes,Placed
5071,8.7,1,1,0,75,4.4,No,NotPlaced
5072,7.3,1,3,1,71,3.8,Yes,NotPlaced
5073,7.4,1,1,1,82,4.1,No,NotPlaced
5074,7.6,1,2,1,84,4.7,No,NotPlaced
5075,6.5,1,2,0,87,4.3,No,NotPlaced
5076,8.5,2,3,2,77,4.5,Yes,Placed
5077,7.5,0,2,1,72,4.5,No,NotPlaced
5078,7.3,1,1,0,65,3.9,No,NotPlaced
5079,6.5,1,1,1,64,4.4,No,NotPlaced
5080,8.4,2,3,2,90,4.8,Yes,Placed
5081,8,2,3,2,90,4.7,Yes,NotPlaced
5082,8,2,3,2,90,4.8,Yes,Placed
5083,8.3,2,1,2,81,4.8,No,NotPlaced
5084,7,0,1,0,75,3.8,No,NotPlaced
5085,8.3,2,3,2,89,3.9,Yes,NotPlaced
5086,7.7,1,0,0,65,3.9,No,NotPlaced
5087,7.9,0,1,1,74,3.9,Yes,NotPlaced
5088,8.6,1,3,0,90,4.8,Yes,Placed
5089,7.8,1,3,1,77,3.6,Yes,NotPlaced
5090,7.4,1,1,1,61,4.1,Yes,NotPlaced
5091,7.4,1,1,0,64,4.2,Yes,NotPlaced
5092,8.4,1,3,2,90,4.3,Yes,Placed
5093,7.4,1,1,1,77,4.1,Yes,NotPlaced
5094,8.3,2,3,1,88,3.8,Yes,Placed
5095,6.5,0,1,0,64,3.9,Yes,NotPlaced
5096,7.7,0,1,0,79,4,Yes,NotPlaced
5097,8.4,2,3,2,90,4.7,Yes,Placed
5098,8.3,0,1,0,73,3.8,Yes,NotPlaced
5099,6.5,0,1,1,69,3.9,No,NotPlaced
5100,8.4,1,3,0,90,4.7,Yes,Placed
5101,6.6,1,1,1,60,3.9,Yes,NotPlaced
5102,8.4,2,2,2,85,4.8,No,NotPlaced
5103,8.7,0,3,2,88,4.7,Yes,Placed
5104,8.3,1,3,2,90,4.7,Yes,Placed
5105,6.6,1,1,1,87,4.7,Yes,NotPlaced
5106,6.7,2,3,2,82,4.8,No,Placed
5107,8.4,2,3,2,90,4.7,Yes,Placed
5108,7.7,1,3,2,90,4.7,Yes,Placed
5109,7.6,1,1,0,67,3.8,No,NotPlaced
5110,7.8,1,2,0,80,4.7,Yes,NotPlaced
5111,8.1,1,3,2,90,4.8,Yes,Placed
5112,6.5,1,1,0,72,3.8,No,NotPlaced
5113,7.2,0,2,1,78,4.4,Yes,NotPlaced
5114,6.6,1,3,0,77,3.7,Yes,NotPlaced
5115,7.5,1,3,2,78,4.7,Yes,NotPlaced
5116,7.6,1,1,1,75,3.6,Yes,NotPlaced
5117,8.6,0,3,2,90,4.8,Yes,Placed
5118,6.8,0,1,0,73,4.5,No,NotPlaced
5119,7.4,2,1,0,78,3.6,No,NotPlaced
5120,7.9,1,3,2,89,4.6,Yes,Placed
5121,8,1,3,2,81,4.8,No,NotPlaced
5122,8.3,2,2,2,90,4.8,Yes,Placed
5123,7.8,0,2,0,79,4.5,No,NotPlaced
5124,7.8,1,1,2,75,4.1,Yes,NotPlaced
5125,7.7,0,1,0,65,4.6,No,NotPlaced
5126,7.6,1,2,0,77,4,Yes,NotPlaced
5127,8,1,1,0,69,3.6,No,NotPlaced
5128,6.6,0,1,0,77,3.7,No,NotPlaced
5129,7.7,1,1,0,74,4.1,Yes,NotPlaced
5130,6.7,1,1,1,76,3.9,No,NotPlaced
5131,7.7,0,1,0,73,4.3,No,Placed
5132,8,1,1,0,82,4.5,Yes,NotPlaced
5133,6.6,0,1,1,68,4.1,Yes,NotPlaced
5134,7.5,1,1,0,68,4.3,Yes,NotPlaced
5135,8,2,3,2,90,4.4,Yes,Placed
5136,7.5,1,3,1,81,4.6,Yes,NotPlaced
5137,6.5,0,1,0,88,4.3,Yes,Placed
5138,7.4,2,1,1,78,4.3,No,NotPlaced
5139,8.4,1,3,0,90,4.5,Yes,Placed
5140,7.5,1,1,0,72,4.1,No,NotPlaced
5141,8.5,2,3,2,90,4.8,Yes,Placed
5142,6.6,0,2,0,79,4.2,No,NotPlaced
5143,7.6,2,1,0,78,3.9,No,Placed
5144,8.1,1,3,2,90,4.8,Yes,Placed
5145,8.8,1,3,2,90,4.8,Yes,Placed
5146,7.5,0,3,1,84,4.5,Yes,NotPlaced
5147,7.9,1,3,0,82,4.5,Yes,NotPlaced
5148,6.5,1,1,1,67,4,Yes,NotPlaced
5149,8.7,2,3,2,90,4.8,Yes,Placed
5150,8.4,1,3,1,86,4.5,Yes,NotPlaced
5151,7.4,1,1,0,66,4.4,No,NotPlaced
5152,8.1,2,3,2,87,3.9,Yes,NotPlaced
5153,6.5,1,2,0,74,3.4,No,NotPlaced
5154,7.7,1,1,2,85,3.6,No,Placed
5155,6.5,1,1,0,75,4.1,No,NotPlaced
5156,7.1,0,1,0,70,3.8,Yes,NotPlaced
5157,8.1,0,3,2,87,4.2,Yes,Placed
5158,7.8,2,1,2,90,4.7,No,Placed
5159,8.2,1,2,2,78,4.1,Yes,NotPlaced
5160,7.4,1,1,0,72,3.6,Yes,NotPlaced
5161,8.2,1,1,0,68,4,Yes,NotPlaced
5162,7.8,1,2,2,76,4.4,Yes,NotPlaced
5163,7.6,2,1,1,63,4.8,Yes,Placed
5164,7.9,1,2,0,82,4.7,Yes,NotPlaced
5165,6.5,1,3,1,86,4.5,Yes,Placed
5166,6.6,1,3,2,85,4.7,Yes,Placed
5167,7.9,1,3,2,90,3.6,Yes,Placed
5168,8.8,2,3,2,84,4.3,Yes,Placed
5169,8.2,2,3,1,90,4.7,Yes,Placed
5170,7.6,2,1,1,84,4.5,No,NotPlaced
5171,8.4,2,3,2,90,4.8,Yes,Placed
5172,8.2,1,1,1,78,3.6,Yes,NotPlaced
5173,7.5,1,2,0,71,4.7,Yes,NotPlaced
5174,7.7,1,3,3,82,4.4,Yes,Placed
5175,7.6,2,2,0,84,4.1,Yes,NotPlaced
5176,7.4,1,1,0,77,4.1,Yes,NotPlaced
5177,7.4,1,1,0,79,4,Yes,Placed
5178,7.4,2,3,2,90,4.6,No,Placed
5179,6.5,0,1,1,67,3.1,No,NotPlaced
5180,7.3,0,2,1,79,4.2,No,NotPlaced
5181,7.7,1,1,0,70,4.8,Yes,NotPlaced
5182,8.2,1,3,2,86,4.6,No,Placed
5183,8.4,2,3,2,90,4.8,Yes,Placed
5184,6.9,1,1,1,90,3.9,No,NotPlaced
5185,8.1,2,2,2,76,4.3,Yes,Placed
5186,7.7,0,1,0,74,3.7,No,NotPlaced
5187,6.5,0,3,2,85,4.6,Yes,Placed
5188,7.6,0,3,2,78,4.8,Yes,Placed
5189,8.1,1,2,0,74,4.2,Yes,NotPlaced
5190,7.4,0,1,0,80,4.3,Yes,NotPlaced
5191,7.4,0,1,0,80,3.4,No,NotPlaced
5192,7.4,1,1,0,67,4.1,Yes,NotPlaced
5193,6.5,1,2,0,70,3.4,No,NotPlaced
5194,8.1,1,2,1,81,4.7,Yes,NotPlaced
5195,6.5,0,1,2,80,4.1,Yes,NotPlaced
5196,7.8,1,2,0,84,4.5,No,NotPlaced
5197,8.3,1,1,2,88,3.8,Yes,Placed
5198,7.7,2,3,3,82,4.5,Yes,Placed
5199,7.5,1,3,0,82,4.8,Yes,NotPlaced
5200,6.5,0,1,0,69,3.6,Yes,NotPlaced
5201,6.9,1,3,0,85,4.4,Yes,Placed
5202,8,0,1,0,83,3.3,Yes,NotPlaced
5203,7.7,0,1,0,74,3.8,No,NotPlaced
5204,7.6,1,2,0,81,4.7,Yes,NotPlaced
5205,7.3,1,1,0,66,3.7,No,NotPlaced
5206,7.4,0,1,0,79,4,Yes,NotPlaced
5207,7.8,2,3,2,82,4.2,Yes,Placed
5208,8.6,1,1,2,73,3.8,No,NotPlaced
5209,6.5,0,1,0,85,3.9,No,NotPlaced
5210,8.6,1,3,2,86,4.7,Yes,Placed
5211,6.9,2,1,2,84,4.7,Yes,NotPlaced
